"instance"	"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"state_Shift..dimension.1."	"state_Shift..dimension.2."	"state_Slope..dimension.1."	"state_Slope..dimension.2."
"1"	1	0.26291122959992	0.275000912308509	0.191689787317899	0.292372711877103	0.234481730314428	0.318731906166689	0.232628987679705	0.145976245638227	0.0958387795259509	0.383333470519524	5.69945902330864	0.179938817622058	3.42183383080134	8.48628002450219
"2"	2	0.304166965287254	0.341690442039358	0.283466552337576	0.182361470833763	0.400768044562894	0.321533297423678	0.238431112508952	0.121520151281573	0.137546779970891	0.254169378489183	5.41053623095751	5.70009160832495	-5.35404009762492	2.76787147719077
"3"	3	0.282819085387289	0.333448952587427	0.339503375070272	0.315963706529225	0.205126461087352	0.321114860197797	0.333468404821532	0.167241153450504	0.312488747657046	0.316664808807515	1.57994648752958	6.37488520105643	1.03789863418274	4.21933069937961
"4"	4	0.487500020792048	0.122927417413657	0.110402210280561	0.291923153373299	0.288817147874885	0.262500000002892	0.331867567529609	0.253296209660889	0.216872983717074	0.270843352095615	2.61235568666599	6.47805123577276	7.62276039219934	-3.08988695702752
"5"	5	0.273807678022515	0.261185961727962	0.277341494262113	0.343817651990916	0.208579669606724	0.254202117719406	0.258334860897346	0.179166754336612	0.233333346639835	0.120833335721573	2.25508960301943	0.188678665785412	2.48316400187186	6.26020551459396
"6"	6	0.428103152452442	0.243164201841717	0.396139484100189	0.313009514013155	0.426491856604792	0.338571084354083	0.257387641683852	0.315934437059525	0.119256221273939	0.279337997569751	4.35104882220082	2.7364007722713	0.880899361223055	7.5031237461072
"7"	7	0.20880243683185	0.369297059645542	0.194309835416887	0.184866405437174	0.287924097654306	0.0916722561475229	0.220833510658124	0.366666667642579	0.250000000016687	0.116666666667123	2.34523449619897	3.35677910658901	-3.82790171346251	-4.14366355848531
"8"	8	0.361158599075337	0.2605806477578	0.300681272825516	0.383293758655206	0.24854192965021	0.234254888092933	0.310904382188834	0.20922787080096	0.113790450171015	0.212731288128688	3.49019154399663	4.94462813082805	-1.15488820640353	1.57643788477955
"9"	9	0.30879865489951	0.263639146995958	0.355878741844986	0.347040781107334	0.392611349123964	0.426460231883123	0.344451095499018	0.435523560597349	0.301590779723243	0.459375864071782	-0.0882175705186636	6.86878118374656	0.248151688232652	0.941690180724651
"10"	10	0.177094958226581	0.27279278759486	0.387129262756413	0.249614430043313	0.197258721049543	0.366501042927753	0.191772698149187	0.304168730406935	0.200000333807059	0.225000073779155	5.24420749639188	2.34672553418321	4.61374496662377	2.07916444089359
"11"	11	0.22818538884933	0.329763697048021	0.283337388166881	0.150000682116471	0.202076194483322	0.227001113900167	0.237505487085008	0.212500007471462	0.212500000000831	0.166666666666668	0.596981515558794	5.71391487286792	4.30133835305121	7.85186692527831
"12"	12	0.201635586782474	0.264447641844224	0.424147567802981	0.181948810352323	0.154050941575546	0.321229453373908	0.300031068252154	0.241667870481111	0.31666673186626	0.295833337267676	2.80524002419803	3.26360257120871	-3.10294315827269	-2.61036131100745
"13"	13	0.417167117970392	0.49790558141459	0.425285333902884	0.447619696503078	0.376716516596607	0.261634551460752	0.136413043659086	0.402107763696979	0.186611106702403	0.140995514928271	3.22062914199467	2.46456819565371	0.843284894449825	0.479838104450196
"14"	14	0.314233207645726	0.427346304067933	0.489724284536232	0.385951980614518	0.349331775557001	0.380914093301183	0.304628672419569	0.208744685774035	0.166822982754838	0.179221861629249	1.78973335013568	2.8744386018836	-1.0745283478797	-1.70538724337387
"15"	15	0.45373460108892	0.404642193931123	0.188253071680167	0.498932746998435	0.366666675529424	0.289195644876021	0.232814089977925	0.206490310706623	0.281544499652225	0.334874543771943	1.84361350755689	3.04933079832774	-5.67010753556831	-0.450081132572925
"16"	16	0.200000244063423	0.195838925790299	0.204274763257632	0.241421508847665	0.312203490374578	0.312530654885329	0.396652047286305	0.360498220584058	0.212903886176387	0.237680348712375	7.87332235801051	5.5283448630853	-3.66520243905122	3.24953799891535
"17"	17	0.161576598124065	0.306503295446814	0.445969094508238	0.326305777827224	0.408000828210335	0.269466823334603	0.22310496065635	0.264514475096204	0.1626547246187	0.350030857131903	3.73259635600841	6.7277129432595	1.42873175388522	4.45763576576185
"18"	18	0.283376422719229	0.329941149593677	0.17336063850003	0.31477143320813	0.441558107667928	0.20641079050992	0.175069035696595	0.27916816712205	0.283333356260345	0.345833333761508	2.48326866056031	4.71734025092282	6.29670746158566	3.8935288489599
"19"	19	0.329698624297538	0.193666161092735	0.410727580477368	0.345660177858726	0.283598491892668	0.270898974680125	0.187502424678223	0.125000130612496	0.0833333376409618	0.350000000059668	3.98790016914552	3.09364269915097	-8.46965835595352	-3.07537541310647
"20"	20	0.211639699877251	0.303266492028606	0.235090892267994	0.256091531524247	0.474198650627425	0.41438120146905	0.480844415452909	0.305977048565693	0.278204778507599	0.355827171530205	6.69867546145239	6.37917358792228	-0.681477442012095	-1.689023978796
"21"	21	0.304241236550899	0.200570071402548	0.27964290467674	0.435141525725893	0.15170143865985	0.433918645425617	0.175508513712287	0.20833913599136	0.333333366772265	0.225000000220501	2.90974385496697	5.73344727795009	3.04329153527271	5.12130681837962
"22"	22	0.418580977886696	0.196595761401578	0.510324029023182	0.301482123972354	0.454637153210819	0.582211391657846	0.382327619231719	0.268749850027918	0.167233519612738	0.275384094020884	4.87528436703729	5.71906078222197	0.247231293183634	-1.72111383192055
"23"	23	0.394373210846747	0.350403664357455	0.322999037393509	0.14745157282696	0.219225710713408	0.269776154725115	0.234370193869708	0.284164244157193	0.366870518000106	0.220848045651274	6.18121927601828	2.00893649208778	2.62926646591661	-5.29217029139538
"24"	24	0.355088814421331	0.0929180429176231	0.466768174916692	0.371012571843771	0.292595189836855	0.466377415657442	0.222554935074867	0.238055656226774	0.23518235733298	0.167603389416471	4.14105386810104	3.09548691573618	4.03945352004406	0.817993742797207
"25"	25	0.360300126665123	0.148033350769703	0.216842872499852	0.321626896628688	0.260326425722661	0.100158818192252	0.166685636346649	0.216667698648083	0.179166919867179	0.150000006018883	2.46427654267815	2.62181736769228	6.35718727281899	2.29236139533991
"26"	26	0.133381408537021	0.133786573168872	0.160843613036872	0.378620701015222	0.308023765506415	0.345727676275927	0.334171141354861	0.13361542144017	0.108361633624707	0.225003972166463	3.42963439409649	4.9245666368857	-6.79495195210678	2.30010907531312
"27"	27	0.134693203793648	0.257112854239064	0.358301939339149	0.328745749058725	0.160837928429406	0.32173146765216	0.388343842400659	0.391830079397932	0.362282150823329	0.161476397893157	2.54975802646296	7.06256697146477	1.80844100595098	0.944898228230437
"28"	28	0.318570755771595	0.185906097015807	0.249990469012039	0.332809698046168	0.435198374610474	0.360133394356194	0.308524495082555	0.221821151442274	0.158998899288383	0.210375651452092	3.94764695774875	-0.0180125858617739	-0.733427383488721	4.46837324809471
"29"	29	0.519595386662019	0.353291474184125	0.29468714480386	0.268574396564191	0.320143320790192	0.268099208985866	0.558008839304636	0.277718589022772	0.401542987204469	0.222670224043785	3.2400019604622	1.64627959296507	-0.188264615182371	2.20567961353232
"30"	30	0.117137535012177	0.349664167016232	0.257869957208541	0.287984642285767	0.171039686563775	0.324965919251316	0.234076217598683	0.237500000000195	0.254682976325663	0.175176079188671	6.78373521517503	2.31972320651228	2.31324760832011	5.11019335213886
"31"	31	0.1458333614579	0.383333333333342	0.262693419951326	0.386464030781417	0.299936780753245	0.309384907539043	0.254169214972462	0.312500019745236	0.241666666798044	0.150000000000727	4.50112775223195	5.3062095539147	4.73793468931355	9.51329710834734
"32"	32	0.129300573664128	0.284879995238295	0.375899080887236	0.456820975792166	0.316609523886523	0.254073768522744	0.244158845061021	0.167386431044325	0.346023563388229	0.291701048226	2.69353190030721	3.37928883138522	8.64088234978544	-1.40084563211762
"33"	33	0.392912636290527	0.47561278186411	0.29968584529046	0.261485919302607	0.418401168154353	0.261378593609517	0.38691220059045	0.294469337703743	0.234325272983065	0.209321877503435	8.30639332756998	6.1543753936129	7.66422976655164	1.18688600311202
"34"	34	0.311157831047289	0.305218267318676	0.327689389829408	0.277463464492097	0.36678489598165	0.470144578351509	0.261288127441118	0.501099349668592	0.254915022333442	0.245833333333333	3.54698267380221	8.47289798593423	-5.60494971182767	-0.1947238671229
"35"	35	0.208678858548673	0.450104142146906	0.262553183365583	0.454123643821042	0.316754353939951	0.367938709023659	0.540563498382486	0.434458832055934	0.469677934745851	0.375302774076876	8.68234171296275	3.51787579350149	-2.00382360979926	0.0027439349115046
"36"	36	0.35	0.22083333333375	0.333333288355892	0.439852751066611	0.158358709696747	0.151657619971941	0.284242417279001	0.270837918177635	0.316666671034471	0.229166666669724	4.00993259944548	6.40002936371386	13.7841772618662	7.11041312818081
"37"	37	0.388408511772111	0.363976198107885	0.236975808206784	0.309713782707996	0.382660537143635	0.286378200599041	0.125281052683741	0.395838733506901	0.26250221866479	0.287500230159108	5.12542969751179	1.45543685289303	3.98985914789258	-1.66106737894323
"38"	38	0.191672561520296	0.158738169184755	0.281441240770726	0.176347374817571	0.290909447594575	0.401241894747393	0.135988744768666	0.366788214161133	0.204169552401149	0.166667177299297	4.467784482375	5.43097305738589	-2.70494654943288	-3.08343305538511
"39"	39	0.229333086692481	0.126440856678959	0.30774262080158	0.236303093576539	0.358510361449476	0.377844378612942	0.415891991165539	0.328153678293099	0.342504203129248	0.392508016670439	6.58823010991991	3.05242086943911	1.35845162986445	6.04768986318701
"40"	40	0.241667287667089	0.250281317600234	0.475543584373038	0.207124278789225	0.208360782460631	0.15833339487452	0.19166666677779	0.562500000000812	0.254166666666668	0.291666666666667	3.21403437993319	3.36906293080075	6.38827529627914	-5.88321344554369
"41"	41	0.200001719345891	0.250123109151623	0.28361516671984	0.245404324645377	0.262256975286642	0.104226053514015	0.341666929251008	0.204166679297538	0.266666666785333	0.150000000001249	3.37665349666104	3.81699203473452	7.49597871597948	-4.1975806399746
"42"	42	0.195773573177254	0.27364466822716	0.417124300940327	0.382870740324923	0.306760051345881	0.308280846890581	0.206641467582972	0.182421520482784	0.104488231948625	0.246189885258202	3.46310615023888	3.26422120090414	1.0810847412013	1.4636998912876
"43"	43	0.233894666822841	0.364852691238779	0.342435858602192	0.411921778864636	0.376551834414424	0.339052754914007	0.433268983981818	0.270837073802501	0.241666819635538	0.316666671787627	4.90522725965449	3.10487365617963	3.56011110444159	3.19369403907567
"44"	44	0.250364498853512	0.19753684702033	0.32342098690427	0.449725275585568	0.494462881899358	0.198859798292689	0.314426913647945	0.268211538909807	0.30517115555022	0.145967512773782	4.93100601605205	5.34221867686598	4.82015553063069	-1.67833506459476
"45"	45	0.584808069115714	0.321502823637075	0.278098069508414	0.30066146704101	0.303441866811134	0.266328596319086	0.457280609294071	0.33297079436107	0.520883010917935	0.283501213829064	0.7466299667316	5.61396014953037	2.02104781361598	0.0182439015399052
"46"	46	0.258333333513185	0.36666664321583	0.204179046083844	0.191666707921502	0.302080210541128	0.325910847363326	0.285986633957558	0.116671085796314	0.212500010701648	0.237500000038738	5.27609153629536	6.38222423781488	4.78351688692679	6.94592002967364
"47"	47	0.347237404436394	0.483700507459635	0.273570955343518	0.201785674037996	0.154518718348255	0.0708920660729549	0.370832028739193	0.170834066187133	0.195833352494561	0.175000006762288	2.14904517968475	2.17882001762412	2.25777882123728	3.78524083027724
"48"	48	0.208358638165145	0.213228355663979	0.49443818873893	0.460427638462113	0.311860967452147	0.341674663092374	0.312500983143608	0.154166695164792	0.308333333818796	0.29583333334415	4.5976075804581	3.58210381821454	7.17487467411243	-3.80399927030559
"49"	49	0.225352399662001	0.194983707581404	0.240521512895924	0.264117751665102	0.299540000421449	0.151111536159639	0.402956169640666	0.262397732755428	0.334247208871371	0.166780014872702	6.78729530690731	4.98598212648138	4.7877192001963	-1.62919595702301
"50"	50	0.304474816361586	0.129138761132118	0.344447441295531	0.283050211438693	0.552082547269133	0.273992312344639	0.436137749630822	0.232866796743156	0.194642763102209	0.213498762618913	5.05205623111048	0.677239309205151	-1.14370358005239	5.4872551891868
"51"	51	0.150000048069602	0.225011367065825	0.435733312466834	0.31100769777925	0.112760163537078	0.07500048792663	0.295833335461147	0.266666666676707	0.220833333333326	0.241666666666667	3.77028368691959	3.75444176533762	5.83501851572527	7.51184147271508
"52"	52	0.262918784396185	0.557397894515337	0.439201105356204	0.587562257625412	0.415746776293553	0.19251708147037	0.226089831683466	0.350748322959605	0.421820190975551	0.205249152931079	4.34756014931522	2.21846796132748	2.48964537867473	0.722369479685378
"53"	53	0.254168560427421	0.117373267490094	0.441521997174349	0.450824957167158	0.147443666677059	0.498231744294642	0.269981056867264	0.188061134448116	0.260001964844484	0.212656545290829	3.14281116813955	7.24881162851977	5.78404338949057	2.45206306536838
"54"	54	0.366245051239467	0.194958008429802	0.33415506014312	0.199402270421476	0.27896131779961	0.34166916324251	0.358333903071456	0.466666675200842	0.150000000107162	0.395833333334374	3.27614623768791	1.34889400349148	3.71824725058601	6.80807578540373
"55"	55	0.2546036599574	0.190099024800398	0.395066729863839	0.39065398642056	0.360413643390508	0.328664836064886	0.318379848773088	0.207648068127348	0.220224365873413	0.264708917102324	3.43530641771571	5.28780924519195	-2.33673769173758	1.11920801659693
"56"	56	0.441666667884638	0.338687805704132	0.287292117288223	0.519775065733906	0.601859890929046	0.402153371263153	0.439251380665433	0.466828670198719	0.298266893460652	0.350294301782534	3.96809483797155	2.72844219260058	5.89765705045111	0.0650929509100002
"57"	57	0.316914226535277	0.0818653900290035	0.429651997704476	0.373714881529911	0.19741090195106	0.267295281990488	0.300001446034012	0.233333376351228	0.300000000099461	0.170833333335431	4.70706833523059	2.78558304163898	4.91688567385848	4.08823876094172
"58"	58	0.270833237844672	0.150067681496385	0.157079436253866	0.412600250581045	0.419281561098773	0.232050979749398	0.195960574200335	0.312507123684351	0.10000012463051	0.141666673752313	3.99967270052872	4.65245211381557	4.93741119513501	3.35274311397747
"59"	59	0.227557501121594	0.331105353963822	0.408064036322201	0.47416707799903	0.335059668626302	0.287385350472378	0.148805507574618	0.31202578620638	0.340291501647693	0.290412828837639	2.82396167316172	3.69717021594422	0.644492221550162	4.93855080024447
"60"	60	0.390549975245645	0.484288953887006	0.520091602005621	0.47978343501306	0.419750486913804	0.458389705344371	0.2770150997416	0.27509669027761	0.219257176378293	0.184757380055412	4.42780244254652	3.50659264023622	1.31515976222958	-0.93306069677437
"61"	61	0.26118063154781	0.253795405695576	0.33825554440725	0.226595098262967	0.254174993958649	0.287500284735757	0.287500001893858	0.441666666677352	0.262500000000417	0.391666666666667	2.68613198072032	1.73307421885781	4.41289529230958	-4.78274422609401
"62"	62	0.344662705374332	0.258415374728974	0.20416681333399	0.254166668081494	0.129166666672747	0.262500000000031	0.129166666666667	0.279166666666667	0.241666666666667	0.2	0.988108187972702	-0.0288603358156383	8.23103389974034	4.91715865551202
"63"	63	0.196204281443619	0.257200838683448	0.268467000601503	0.339116072609193	0.268519249546698	0.259645542971099	0.417730128664729	0.338738921449116	0.268134026293442	0.388141085774956	5.27780348295252	4.46892804950356	1.24049036411246	-3.86012073716111
"64"	64	0.611991375002094	0.500305565370785	0.358335649184429	0.467043610175562	0.394645563233971	0.320270831132792	0.248958381641331	0.380737581912399	0.362823706808099	0.224435013558856	5.17712307950985	1.73539605224718	-0.274637761601562	0.586320785337271
"65"	65	0.567506399920608	0.493931624254797	0.496824738401496	0.465302482377091	0.462799739118558	0.213095230821099	0.261805542200152	0.217353290362934	0.113038080280949	0.360623338422543	2.28234523241313	1.92103239678505	-0.344445318881999	0.581519866440465
"66"	66	0.370349837407113	0.460270528891357	0.482723498381745	0.436769788690617	0.537483910230383	0.379810446175116	0.431264031770869	0.317377478341925	0.23409120041449	0.176048952394569	3.55463126650583	3.61223465366167	-0.337066352456678	-0.503643919235047
"67"	67	0.19361199684175	0.331746061871206	0.391263957235749	0.26385458023227	0.299379803832908	0.32842740411469	0.36256563564668	0.320034847814477	0.213040582213017	0.254344360731194	3.19073038578165	6.65940945427396	1.12177985128033	2.74377177401486
"68"	68	0.559011435580617	0.270833473601915	0.285261812417508	0.596578200509763	0.247275841389905	0.303031591446941	0.172226191856785	0.312862633556639	0.312897112292667	0.122592034399084	5.50035871476422	1.84412175716428	-4.37503132273752	-0.359837803577712
"69"	69	0.491944838809063	0.295605890313826	0.23796306819647	0.2843253976868	0.372014017207245	0.237562173362596	0.162522539938431	0.220837193731491	0.225000145977653	0.254166808499272	1.88431583212834	1.25921233030571	1.84796610757802	-7.17048794054474
"70"	70	0.225699874728893	0.611649068440888	0.339690529064035	0.220998228673427	0.387717134318155	0.325000018752665	0.258333333414522	0.333333333334452	0.237500000000018	0.2375	4.70308918194863	2.30572869927319	12.332911756135	-4.6397852444049
"71"	71	0.100810788823306	0.179194994745486	0.22634097570923	0.366796637921865	0.188839117836632	0.192142011376855	0.333336020030815	0.358333458456234	0.233333335923119	0.225000000027639	0.465676780920646	4.4042672755913	-10.8122251762083	4.16540368272228
"72"	72	0.439137079801497	0.4748015608127	0.436438213884719	0.303410543574291	0.427593395409701	0.464296520793256	0.297159960847127	0.397670968556238	0.277335459161379	0.403783402639366	3.13350548997142	0.405137876081371	-0.151608273735921	-0.356559589811289
"73"	73	0.304174007269326	0.204366359640886	0.229475762095428	0.365868532381448	0.288789572464672	0.376896056818836	0.169933999652705	0.343045301665385	0.291531954421124	0.295893959176146	5.72197881222627	5.29162003734989	2.01598344450826	9.47981426999473
"74"	74	0.0503243030229188	0.478844304224357	0.334210926196501	0.398725122433536	0.082049015210128	0.39593281813915	0.304171358269787	0.133333473911209	0.237500004699548	0.220833333600027	3.46960029902047	-0.93044392016981	3.19762508355929	3.42990055749456
"75"	75	0.134367604964203	0.40033304802041	0.263835377732771	0.498008666444336	0.353899382962924	0.153855772358731	0.226230197668082	0.191945349943494	0.16254105810584	0.258340427974831	3.17098184841609	3.77087543374915	-1.44559450624004	3.64165991684467
"76"	76	0.46153107956229	0.422358245403177	0.501703504660726	0.499643698994494	0.408862028444172	0.400649408085523	0.346877934171165	0.352565384172118	0.404035893135565	0.247364463846981	3.86899251982099	2.56240809811519	0.0140151672999878	0.943076765903418
"77"	77	0.395886951759288	0.179247815303532	0.442665451786181	0.205495381045132	0.363934718458767	0.225798333718073	0.433333333333333	0.308339185074704	0.262500122904808	0.166666681177155	4.60797601400814	-0.23720035078244	3.20917593161521	7.41920537379076
"78"	78	0.381158706470273	0.149025865796695	0.282433112905023	0.270377530290975	0.234881797997779	0.287513734979963	0.287500038743245	0.254166672075509	0.229166666750916	0.14166666666829	3.93655779020094	0.979136194003976	4.36680198472619	-4.56325801686178
"79"	79	0.100299025386732	0.202165505271127	0.260064455165863	0.52454121084629	0.259347366547447	0.356813610185826	0.282959509323221	0.267186646403108	0.195892211937422	0.270842557690798	5.63623597044177	4.47914849009151	4.57351496418855	-1.98612182707026
"80"	80	0.287548456534607	0.208354390984866	0.333372223394584	0.258628853042865	0.148247480491283	0.342629636013515	0.378761422874619	0.614195718770081	0.356274612427783	0.539402231309042	6.8278231787942	8.72740161500246	1.55300474638465	-1.90157608847797
"81"	81	0.432420945478702	0.219908959110788	0.280439248022403	0.376878321756456	0.286904539463701	0.259704372408046	0.256813902262217	0.149961883357216	0.247161679811095	0.246160346436637	2.15379242096516	3.9547689308316	-0.791008721216337	11.4373507279438
"82"	82	0.302926926964189	0.392212915253936	0.219300760374745	0.382899808938135	0.265228543822133	0.377788661789697	0.263467529491532	0.275979701664887	0.315225681608957	0.195540898761315	3.32110615831961	4.31094272396113	-0.402270411756122	-6.13055608603228
"83"	83	0.361591670052367	0.268258493913687	0.434666210344675	0.22166817491649	0.366990007921144	0.227943363119795	0.115263197777976	0.184652377109731	0.335412368507173	0.280001015157783	1.93256163749472	5.62366874661404	-0.90277983169008	1.55372071789479
"84"	84	0.357232965930882	0.364878470425079	0.431600898896585	0.413742520959657	0.326687924408139	0.234119977439103	0.258897138283507	0.187646765073604	0.187532042708353	0.195837083613131	0.426880975378918	2.26388889779358	1.41543766929907	-1.39760929096692
"85"	85	0.100006482267335	0.0792788198524391	0.375199376835434	0.362943857233295	0.257617305086744	0.238944748397908	0.175020093997715	0.41667084183535	0.325000066259919	0.266666670420924	3.33712755871825	4.38341143804002	7.80984532417088	3.36317134739029
"86"	86	0.10000023029482	0.34583882913071	0.395975394064786	0.229769893122265	0.378736364706553	0.368273036198636	0.277634229411699	0.371025176164116	0.362508668008432	0.366666960208084	4.17968958623288	5.66397609816779	-7.57547726450173	3.09772455476123
"87"	87	0.523751481640167	0.445224532280678	0.477159923001337	0.222519909242618	0.290247110144737	0.293785353667751	0.278801755590709	0.248378214142083	0.40631786561692	0.30675602438216	2.94250499505651	5.7606383061778	1.67904605709296	0.286678765593386
"88"	88	0.129221918826562	0.305333769967876	0.330185069139929	0.194498128084363	0.288750203640748	0.449109090789344	0.181536450164037	0.241739317714284	0.320840089969861	0.212500287717827	4.33076547748295	5.80426616342746	-2.69519481601253	-3.48094616096174
"89"	89	0.299957176730844	0.504605088206951	0.307358095815622	0.250105728635414	0.262502126931928	0.183333352384038	0.320833333767774	0.250000000009621	0.204166666666815	0.195833333333336	2.07806276102869	1.80046800270639	4.48020289900377	3.95144004003168
"90"	90	0.302279576540946	0.436434256058544	0.425958662795779	0.492885664339499	0.65314031413416	0.611141494149888	0.485509836795237	0.213357889272786	0.406700097796807	0.269611515223429	3.441776026766	4.31003341530615	-4.35484876373349	-0.608052899747308
"91"	91	0.241874289110907	0.370980555262237	0.328311863687557	0.413746202867098	0.442366354007377	0.289541981977806	0.315293714868068	0.437526961481204	0.366666666758001	0.372114318220839	5.76684868647473	6.51484347786601	6.81387838910757	-0.111753389687522
"92"	92	0.38146685463599	0.409737233352684	0.262890377214028	0.284872295024885	0.139380889949622	0.136692106316814	0.267095221894987	0.221125059495616	0.320847925416889	0.279179902797136	2.27828936038149	0.383704981570433	1.31400109254967	-2.36755311815581
"93"	93	0.254437054374607	0.353831966984022	0.237576809714416	0.322188743033103	0.314935912254088	0.373964330507679	0.311368917247798	0.454895091518753	0.409945907293732	0.227594916965391	6.08586762907329	6.19228551229083	1.36135784207584	11.0313116851363
"94"	94	0.391654672088905	0.146717437301028	0.393529252982733	0.437470792397701	0.355162283129521	0.237704361758748	0.329170809100306	0.337509776948087	0.320833363666991	0.229166683183078	4.14385017479163	-0.492361810811665	2.80512911204534	6.79687754885758
"95"	95	0.30833333401575	0.379167139989385	0.116894754325529	0.344081923575783	0.331813963426037	0.199904724273248	0.36626309399483	0.154176170255308	0.212500322959113	0.366666668024741	5.94998023265989	4.13191909122172	-4.67295079861722	-6.43843486582331
"96"	96	0.30250434709597	0.322119098675132	0.125334982091399	0.286024347416125	0.28257724823684	0.204349521725397	0.338441156860184	0.229397469750932	0.295976029191052	0.187505269569898	2.29114941759296	1.33801570428779	-1.24055127037682	6.93898311287482
"97"	97	0.22091937045652	0.428987027888936	0.409837396792728	0.717957281744062	0.226782191520977	0.355265031049259	0.368882304987484	0.193059563738497	0.107137047122529	0.275360894243871	5.66787543373829	2.94366272214716	1.59060043951271	1.11189090424731
