"instance"	"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"state_Shift..dimension.1."	"state_Shift..dimension.2."	"state_Slope..dimension.1."	"state_Slope..dimension.2."
"98"	98	0.21554931671305	0.229199350660007	0.321053982231852	0.405918461991003	0.244971699448753	0.404736045078524	0.346002498205686	0.212507798670942	0.304166972039664	0.312500009565731	4.79797021347594	0.249457106023621	-3.24020460966686	6.37080652383028
"99"	99	0.228334004372653	0.21253238414746	0.178265707070512	0.150045466374678	0.187502790641185	0.195833402925502	0.300000002793166	0.312500000126072	0.245833333336119	0.112500000000081	2.52178592051468	1.50931929587337	11.1817298774508	-3.48374035986942
"100"	100	0.332124895953864	0.52414424285221	0.357101643736928	0.369746038934785	0.314244058780637	0.384192767907426	0.291667098857468	0.120125182114997	0.307401105478063	0.294088164311247	1.81398948551122	4.66955051709722	-2.561208229221	-0.302783400020091
"101"	101	0.489552962506751	0.300041404119802	0.344714221713045	0.349946771426311	0.544390546466861	0.293540830149393	0.205804962240289	0.349207122334483	0.386534869549815	0.229662902439968	0.777626826371571	1.07155406409587	-0.139955792204104	10.3196483138324
"102"	102	0.395119523742143	0.300996408055548	0.212919873877313	0.479351431186385	0.108360666135475	0.183345327816656	0.483335649224754	0.18750072060693	0.141666856392522	0.141666701248926	2.56782873493846	-1.97135555133853	8.30404281709236	1.33451487772997
"103"	103	0.348280216084105	0.376012655256598	0.362654649558009	0.429112801114366	0.286606476491612	0.325380115353107	0.261381218259774	0.255992115595774	0.258209477037993	0.191666666741427	3.96812156393663	0.939890450589654	1.19203320988586	-2.48947486165612
"104"	104	0.208333553942045	0.204278553277971	0.249355827220546	0.3099013145196	0.352212579846264	0.309906189048973	0.259518907088913	0.0971721337509424	0.341718929330833	0.179167870760142	6.28999435403972	3.67047192171569	3.40027769653208	5.20370917882415
"105"	105	0.363909531908629	0.244795435038002	0.299543127444293	0.241715862114707	0.241804162179191	0.305126762675056	0.198942349111075	0.270458534950609	0.197511265600341	0.450474392486241	0.438396192449137	0.142200272211562	3.7772050685191	-0.500951952580201
"106"	106	0.270834398699369	0.30840118975551	0.265479697309047	0.36550569418287	0.261963410884522	0.345780837636989	0.31250929610637	0.337500118471233	0.287500001018443	0.225000000028454	3.22231089474768	4.20598354277417	7.50043262133697	3.98320553980438
"107"	107	0.16896267894513	0.28402539915818	0.393055441866424	0.237967529250668	0.291216707015953	0.176330925137907	0.221038393860904	0.300020954245841	0.316669995777116	0.166666933821232	1.58886379531851	3.80571980347972	3.07330507836559	-2.28148274571905
"108"	108	0.369330569433056	0.278318603062998	0.491670473773877	0.248097205089015	0.31054733753541	0.317978574385386	0.243087395518298	0.232705832947547	0.224817137384006	0.272707419194338	0.222714683251946	6.31872293679256	-0.502257355015785	2.41590370953252
"109"	109	0.179948151772345	0.414485617047155	0.326281736421292	0.314670340204441	0.351954308309473	0.370624235134303	0.267953425230288	0.170875108396367	0.329167641738294	0.15833351464025	5.12364210924836	1.49833302954464	-3.09725917738396	-1.85387269787196
"110"	110	0.120833365474652	0.0750019270247776	0.133611339094816	0.334286052137041	0.201752737124953	0.346907117166594	0.258248966086411	0.133333333333333	0.362500730245815	0.262500148699914	3.85430441881987	5.62397948234608	8.73638528443764	3.38322098827448
"111"	111	0.167855429088824	0.24498550817391	0.350294656621034	0.158300192177178	0.214920358683391	0.289345348727824	0.473791997090541	0.20361968277395	0.301828271434608	0.227942839062723	7.50901395708327	2.94506036523131	-1.02222509383637	3.31820989801002
"112"	112	0.184771008100269	0.479718023753065	0.510151370602345	0.315203183573688	0.494427635941859	0.156890275088694	0.280822850125049	0.220437863815219	0.202876905705839	0.0964139171757686	7.11191508801274	2.19291788859885	-2.16296482308669	-1.71260415002237
"113"	113	0.416486300652329	0.405316351055172	0.431750931592419	0.531377744314181	0.388496020656394	0.244375655707525	0.212937353863399	0.24813731782308	0.268485778235972	0.262041839245589	4.45928859108794	2.15238009944274	-0.538509748180096	1.87402381240666
"114"	114	0.291675049446037	0.404499126291213	0.237067114262585	0.363933435523249	0.244030060194895	0.172026217570021	0.391662140775949	0.254167688708325	0.120833339606264	0.320833334392999	4.36803903030346	3.68069412470857	-3.37219393259971	-4.1832269886369
"115"	115	0.365683499195888	0.440283337583043	0.464320852120766	0.553720490414586	0.195186497267298	0.419405380687443	0.404390108392549	0.327697010731321	0.284082718881882	0.330766794937242	5.12010833124223	1.29903653744641	0.437394133410886	0.657507365925488
